OID_,Point_ID,long,lat,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
9714,42683024,9.255766616,50.32565958,0,0,0,6.2,6.34,10.65,13.3,1,67.2,1.5,274.5,B53,U111,DE,DE7,DE71,DE719,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
9715,42683042,9.253215375,50.48747753,0,0,0,4.7,4.96,32.8,33.7,0,20.2,3.9,113.8,E20,U111,DE,DE7,DE72,DE725,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9716,42683078,9.248046884,50.81109238,0,0,0,6,6.22,11.54,11.2,0,86.9,1.5,186.9,B32,U111,DE,DE7,DE72,DE725,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
9717,42683096,9.245429085,50.97288993,0,0,0,4.5,4.63,7.88,7,0,41.9,0.7,1137,B14,U111,DE,DE7,DE73,DE735,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
9718,42683204,9.229234529,51.94355777,0,0,0,5.5,5.84,20.8,13.6,1,27.4,1.7,83.7,B13,U111,DE,DEA,DEA4,DEA45,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9719,42683212,9.22800061,52.01545224,0,0,0,3.8,4.25,14.94,24,0,9.7,1.7,61.7,C10,U120,DE,DE9,DE92,DE923,Woodland,Broadleaved woodland,Forestry
9720,42683216,9.227381825,52.05139917,0,0,0,6.4,6.63,27.9,12,1,59.2,1.6,275.3,B32,U111,DE,DE9,DE92,DE923,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
9721,42683222,9.226451355,52.10531921,0,0,0,3.7,4.1,58.4,132.9,0,54.5,5.8,180,C33,U120,DE,DE9,DE92,DE923,Woodland,Other mixed woodland,Forestry
9722,42683234,9.224582119,52.21315801,0,0,0,7.2,7.47,49.3,14.8,12,46.5,1.6,111,B16,U111,DE,DE9,DE92,DE928,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9723,42683270,9.218907186,52.53666513,0,0,0,4.6,4.63,36,13.1,0,97.9,1.3,157.1,E20,U111,DE,DE9,DE92,DE927,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9724,42683348,9.206254844,53.23755988,0,0,0,3.3,4.09,10.88,57.4,0,45.3,2.8,61.4,C10,U420,DE,DE9,DE93,DE937,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
9725,42683378,9.201253967,53.50712556,0,0,0,5.6,5.89,28.1,21.3,0,78.6,1.8,103.3,B22,U111,DE,DE9,DE93,DE937,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
9726,42683482,9.183307444,54.44160796,0,0,0,5.5,5.95,21.3,15.1,1,138.2,1.6,282.5,B16,U111,DE,DEF,DEF0,DEF07,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9727,42683528,9.175053444,54.85494247,0,0,0,4.9,5.49,8.81,27,0,83.4,2.1,40.9,E20,U111,DE,DEF,DEF0,DEF0C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9728,42683648,9.152543063,55.93327366,0,0,0,5,5.42,12.95,9.9,0,28.8,0.8,26.4,E20,U226,DK,DK0,DK04,DK041,Grassland,Grassland without tree/shrub cover,Machinery and equipment
9729,42683662,9.149820293,56.05908848,0,0,0,4.7,5,19.61,66.2,0,29.3,3.8,37.8,B13,U111,DK,DK0,DK04,DK041,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9730,42683684,9.145499178,56.25680269,0,0,0,4.9,5.28,11.49,24,0,55.6,1.5,8.9,B15,U111,DK,DK0,DK04,DK041,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
9731,42683702,9.141924542,56.41857393,0,0,0,4.6,4.79,45.5,18.1,0,33.9,2,253.8,B16,U111,DK,DK0,DK04,DK041,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9732,42702102,9.386453044,42.01983525,11,58,30,5.8,6.34,4.63,12.5,1,0,1.3,64.5,E20,U111,FR,FRM,FRM0,FRM02,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9733,42702362,9.361503163,44.36662477,15,55,30,4.8,5.36,5.6,11.7,1,0,1.4,115.5,C10,U120,IT,ITC,ITC3,ITC33,Woodland,Broadleaved woodland,Forestry
9734,42702434,9.354105371,45.01574272,0,0,0,7.3,7.68,19.22,10.7,135,8.8,1.3,267.6,E30,U112,IT,ITC,ITC4,ITC48,Grassland,Spontaneously re-vegetated surfaces,Fallow land
9735,42703082,9.275862842,50.84722932,21,18,61,5.1,5.48,11.8,16.5,1,46.8,2,182,B32,U111,DE,DE7,DE73,DE735,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
9736,42703532,9.205481241,54.89108676,0,0,0,5.5,6,3.34,17.6,0,28.2,1.4,30.5,B21,U111,DK,DK0,DK03,DK032,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
9737,42703568,9.199115283,55.21457635,3,82,15,4.3,4.74,7.14,35.7,0,15.9,1.5,15.4,C10,U120,DK,DK0,DK03,DK032,Woodland,Broadleaved woodland,Forestry
9738,42703640,9.186008085,55.86158791,0,0,0,4.9,5.15,86.9,127.8,0,67.3,6.8,71.7,E20,U420,DK,DK0,DK03,DK032,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
9739,42721934,9.424716582,40.50095409,0,0,0,5.1,5.55,18.44,20.6,0,11.7,2.2,178.2,E10,U111,IT,ITG,ITG2,ITG26,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9740,42722438,9.37903231,45.05194907,0,0,0,7,7.35,22.3,66.3,3,45.9,1.8,463.7,B16,U111,IT,ITH,ITH5,ITH51,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9741,42722500,9.372725019,45.61066608,0,0,0,6.6,6.68,14.82,41.5,5,20,3.5,103.2,C33,U361,IT,ITC,ITC4,ITC4D,Woodland,Other mixed woodland,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
9742,42722532,9.369403623,45.89895649,0,0,0,4.2,4.55,45.4,49.4,0,27,4.7,90.6,C10,U120,IT,ITC,ITC4,ITC43,Woodland,Broadleaved woodland,Forestry
9743,42722546,9.367936068,46.02506714,9,58,33,4.6,5.04,14.77,22.5,0,8.1,2.3,40.3,C10,U120,IT,ITC,ITC4,ITC43,Woodland,Broadleaved woodland,Forestry
9744,42722554,9.367093475,46.09712597,12,33,55,3.9,4.07,35.3,74.3,0,16.9,5.7,82.8,C31,U120,IT,ITC,ITC4,ITC43,Woodland,Spruce dominated mixed woodland,Forestry
9745,42722806,9.338978782,48.36551222,0,0,0,6.3,6.58,17.47,16.5,1,56.9,2,335.1,B53,U111,DE,DE1,DE14,DE141,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
9746,42722852,9.33349577,48.7793151,0,0,0,7.2,7.42,34,23,11,10.1,2.7,189.9,B71,U111,DE,DE1,DE11,DE116,Cropland,Apple fruit,Agriculture (excluding fallow land and kitchen gardens)
9747,42722860,9.332530405,48.85127361,0,0,0,7.2,7.56,34.1,14.4,6,75.4,2,427.9,B16,U111,DE,DE1,DE11,DE116,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9748,42722910,9.326415859,49.30096887,0,0,0,7.6,7.97,23,14.5,93,174.8,1.8,341.6,B11,U111,DE,DE1,DE11,DE118,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
9749,42723040,9.309836394,50.46985062,0,0,0,4.7,4.96,38.8,36.9,0,21.8,4.3,244.9,E20,U111,DE,DE7,DE72,DE725,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9750,42723058,9.307459663,50.63166362,0,0,0,5.1,5.54,9.22,43.8,0,17.9,3.3,283.3,C10,U120,DE,DE7,DE72,DE725,Woodland,Broadleaved woodland,Forestry
9751,42723126,9.298293903,51.24289834,0,0,0,5.7,5.96,8.69,34.1,1,59.8,3.5,84.8,E20,U111,DE,DE7,DE73,DE735,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9752,42723238,9.28252223,52.24947249,0,0,0,7.4,7.69,20.1,22,62,57.8,2.3,220.5,B11,U111,DE,DE9,DE92,DE928,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
9753,42723338,9.267681726,53.1480811,0,0,0,4.9,5.35,10.86,10.9,0,53.6,1.1,129.6,B14,U111,DE,DE9,DE93,DE937,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
9754,42723522,9.238314898,54.80142341,0,0,0,5.3,5.55,36.3,31.6,0,68.4,3.2,80.2,B55,U111,DE,DEF,DEF0,DEF0C,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
9755,42723644,9.217212729,55.89773417,3,87,10,4.9,5.16,11.6,11.9,0,70,1.2,41.6,B21,U111,DK,DK0,DK03,DK032,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens)
9756,42723670,9.212532512,56.13139374,0,0,0,4.6,4.85,11.94,11.8,0,42.7,0.9,20.6,B13,U111,DK,DK0,DK04,DK041,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9757,42723756,9.196564213,56.904338,0,0,0,3.9,4.51,7.49,20,0,42.6,2,71.1,C10,U111,DK,DK0,DK05,DK050,Woodland,Broadleaved woodland,Agriculture (excluding fallow land and kitchen gardens)
9758,42723778,9.19235457,57.1020883,0,0,0,4.3,4.6,28.7,15.3,0,55.7,1.6,58,B55,U111,DK,DK0,DK05,DK050,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
9759,42742164,9.429309363,42.58016243,14,25,61,6.7,6.9,27,30,6,5.7,2.8,95.2,E10,U370,FR,FRM,FRM0,FRM02,Grassland,Grassland with sparse tree/shrub cover,Residential
9760,42743070,9.334194444,50.73970212,0,0,0,3.9,4.35,5.72,20.9,1,20.3,1.5,75.1,C10,U120,DE,DE7,DE72,DE725,Woodland,Broadleaved woodland,Forestry
9761,42743196,9.317575934,51.87219928,0,0,0,4.4,4.67,49.1,44.4,0,50,3.9,120.8,E10,U111,DE,DEA,DEA4,DEA45,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9762,42743700,9.239411491,56.40120675,0,0,0,5.7,6.1,12.76,22.4,0,39.5,1.6,31.9,C10,U370,DK,DK0,DK04,DK041,Woodland,Broadleaved woodland,Residential
9763,42761928,9.472127257,40.44692353,11,35,55,5.6,6,8.96,27.1,0,14.2,2.4,105,B54,U111,IT,ITG,ITG2,ITG26,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
9764,42762108,9.458150639,42.0744604,16,55,29,6.4,6.62,6.99,16,0,7.1,1.7,181.4,B55,U111,FR,FRM,FRM0,FRM02,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
9765,42762490,9.424873963,45.52085482,0,0,0,6.2,6.33,63.9,17.6,0,66.3,2.9,91.5,B55,U111,IT,ITC,ITC4,ITC4C,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
9766,42762760,9.397869049,47.95194111,0,0,0,5.9,6.12,16.85,13.9,0,46.6,1.6,159,B16,U111,DE,DE1,DE14,DE149,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9767,42762922,9.380032784,49.40920125,0,0,0,7.2,7.47,20.9,24.2,21,34.1,2.7,366.3,C10,U120,DE,DE1,DE12,DE127,Woodland,Broadleaved woodland,Forestry
9768,42763074,9.362034855,50.77581895,0,0,0,5.2,5.61,10.44,18.6,1,16.3,2.5,60.4,E20,U111,DE,DE7,DE72,DE725,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9769,42763084,9.360804732,50.86570957,0,0,0,3.9,4.31,5.62,23,0,8.3,1.5,78.3,C10,U120,DE,DE7,DE73,DE735,Woodland,Broadleaved woodland,Forestry
9770,42763102,9.358575587,51.02750778,0,0,0,6.3,6.69,12.91,15.9,0,116.6,1.9,399.8,B11,U111,DE,DE7,DE73,DE735,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
9771,42763282,9.335175903,52.64521359,0,0,0,4.6,4.69,28.9,15.9,0,96.8,1.4,115.4,B16,U111,DE,DE9,DE92,DE927,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9772,42763300,9.332719301,52.80696375,0,0,0,4.1,4.18,17.33,9.4,0,98.8,1,37.3,B16,U111,DE,DE9,DE93,DE93B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9773,42763318,9.330240375,52.96871151,0,0,0,4,4.06,11.76,14.4,1,26.1,0.8,21.6,C22,U120,DE,DE9,DE93,DE93B,Woodland,Pine dominated coniferous woodland,Forestry
9774,42763408,9.317500352,53.7774258,0,0,0,4.6,4.83,38.1,21.7,0,15.3,2.6,61.3,E20,U111,DE,DE9,DE93,DE939,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9775,42763458,9.310163878,54.22670426,0,0,0,5.1,5.53,8.48,12.3,0,128.6,1.2,128.7,B16,U111,DE,DEF,DEF0,DEF05,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9776,42763462,9.309568687,54.2626466,0,0,0,4.7,5.04,49.1,21,0,126.6,2.6,590,E20,U111,DE,DEF,DEF0,DEF05,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9777,42763476,9.307475697,54.38844506,11,57,32,3.9,4.5,10.71,30.5,1,11.3,2.5,41.2,C10,U120,DE,DEF,DEF0,DEF0C,Woodland,Broadleaved woodland,Forestry
9778,42763506,9.302938652,54.65801503,0,0,0,5,5.43,66.8,113.9,0,79.7,6.1,72.4,E20,U111,DE,DEF,DEF0,DEF0C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9779,42763534,9.298638825,54.90961706,0,0,0,4.9,5.27,12.82,11,0,38,1.1,25.2,B16,U111,DK,DK0,DK03,DK032,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9780,42763548,9.296464845,55.03541971,0,0,0,5.1,5.39,16.73,18.9,0,49.1,1.8,58.8,B13,U111,DK,DK0,DK03,DK032,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9781,42763714,9.269395693,56.52722108,0,0,0,6.7,6.94,30.1,19.9,2,62,1.9,69.7,B13,U111,DK,DK0,DK04,DK041,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9782,42782380,9.460114596,44.52950168,28,12,60,6.8,6.92,54.7,52.2,8,6.5,6.2,498.4,C33,U120,IT,ITC,ITC3,ITC33,Woodland,Other mixed woodland,Forestry
9783,42782386,9.459598099,44.58360068,32,14,55,4.5,4.85,17.3,12.9,1,9.7,1.7,83.5,C10,U120,IT,ITH,ITH5,ITH51,Woodland,Broadleaved woodland,Forestry
9784,42782394,9.458907408,44.65572938,25,15,60,5.4,5.61,67.4,44.8,2,9.4,4.6,198.7,C10,U120,IT,ITH,ITH5,ITH51,Woodland,Broadleaved woodland,Forestry
9785,42782466,9.452585074,45.3047231,0,0,0,6.5,6.73,14.27,10.5,1,49.5,1.5,114.7,B16,U111,IT,ITC,ITC4,ITC49,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9786,42782484,9.450974062,45.46692673,0,0,0,5.9,6.29,12.94,11.1,0,21,1.6,113.7,B33,U111,IT,ITC,ITC4,ITC49,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
9787,42782502,9.449350615,45.6291131,0,0,0,6.9,7.1,19.35,21.2,27,46.1,2.2,375.2,B11,U111,IT,ITC,ITC4,ITC4D,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
9788,42782782,9.422387855,48.15003744,0,0,0,6.4,6.55,139.1,164.7,0,64.5,15,106.9,E20,U111,DE,DE1,DE14,DE146,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9789,42782830,9.417419086,48.58187438,0,0,0,4.9,5.12,58.9,38.7,0,18.7,4.6,149.9,E20,U111,DE,DE1,DE11,DE113,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9790,42782872,9.41298148,48.95966762,0,0,0,5.4,5.6,35.5,11.3,0,40.9,1.7,229.6,B16,U111,DE,DE1,DE11,DE116,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9791,42782902,9.409759013,49.22948573,0,0,0,6.4,6.46,27.7,12,1,74.6,1.6,222.4,B11,U111,DE,DE1,DE11,DE118,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
9792,42783024,9.396181565,50.32648612,0,0,0,6.2,6.3,27.4,29.6,0,66,3.1,218.6,C10,U111,DE,DE7,DE71,DE719,Woodland,Broadleaved woodland,Agriculture (excluding fallow land and kitchen gardens)
9793,42783106,9.386606227,51.06361641,0,0,0,7,7.33,30.3,22.7,24,69,2.7,849.3,B22,U111,DE,DE7,DE73,DE735,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
9794,42783118,9.385173128,51.17147808,0,0,0,6.8,7.19,14.41,11.9,2,45.6,1.4,208,B13,U111,DE,DE7,DE73,DE735,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9795,42783142,9.382281877,51.38719389,0,0,0,6.6,6.78,67.9,86.8,6,17.2,7.3,681.4,C10,U120,DE,DE7,DE73,DE734,Woodland,Broadleaved woodland,Forestry
9796,42783474,9.338539501,54.37064205,0,0,0,4.5,4.78,99.6,143.2,0,37.1,12.1,142.7,E20,U111,DE,DEF,DEF0,DEF0C,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9797,42783592,9.321100343,55.43098188,0,0,0,6.7,7.01,16.11,11.2,2,28.8,1.2,69.7,B16,U111,DK,DK0,DK03,DK032,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9798,42801960,9.516850071,40.73669682,0,0,0,5.5,5.94,6.1,30.5,0,13.3,2.3,92.2,C10,U120,IT,ITG,ITG2,ITG29,Woodland,Broadleaved woodland,Forestry
9799,42802360,9.48685752,44.3492829,30,23,47,5.6,6.02,7.53,22.5,2,7.3,1.7,161.9,C10,U120,IT,ITC,ITC3,ITC33,Woodland,Broadleaved woodland,Forestry
9800,42802392,9.484238655,44.63782495,0,0,0,7.2,7.46,23.2,14.6,62,3.1,1.2,63.6,C10,U120,IT,ITH,ITH5,ITH51,Woodland,Broadleaved woodland,Forestry
9801,42802396,9.483908816,44.67388846,33,15,52,6.5,6.65,11.47,25.8,0,0,2.6,178.6,C10,U410,IT,ITH,ITH5,ITH51,Woodland,Broadleaved woodland,Abandoned areas
9802,42802824,9.445112804,48.52803778,0,0,0,7,7.24,73.8,51.8,385,239.9,5.2,332.6,C31,U120,DE,DE1,DE14,DE141,Woodland,Spruce dominated mixed woodland,Forestry
9803,42802896,9.437829019,49.17566503,0,0,0,6.4,6.39,19.94,35.6,1,35.1,3.9,150.1,E30,U361,DE,DE1,DE11,DE119,Grassland,Spontaneously re-vegetated surfaces,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
9804,42803040,9.422511504,50.4704727,0,0,0,5.6,5.81,10.48,41.3,1,22.5,4.8,101.5,E20,U111,DE,DE7,DE72,DE725,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9805,42803098,9.416041618,50.9918542,0,0,0,5,5.34,24.6,15.9,0,15.9,2.1,132.8,B16,U111,DE,DE7,DE73,DE735,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9806,42803220,9.401826272,52.0883607,0,0,0,7,7.31,25.6,12.7,4,135.3,1.4,195,B22,U111,DE,DE9,DE92,DE923,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
9807,42803238,9.39965606,52.25012292,0,0,0,7.1,7.36,24.2,15.4,12,33,1.9,191.2,B13,U111,DE,DE9,DE92,DE928,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9808,42803292,9.393027721,52.73538981,4,70,25,3.2,4.02,16.71,114.3,0,37.8,4.6,52.7,C32,U120,DE,DE9,DE93,DE938,Woodland,Pine dominated mixed woodland,Forestry
9809,42822448,9.50495604,45.14275321,0,0,0,6.9,7.13,14.38,16.6,11,34.8,2.2,173.8,B13,U111,IT,ITC,ITC4,ITC48,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9810,42822520,9.499088573,45.79153733,16,27,57,5.5,5.89,19.94,129.7,0,14.2,11.1,192.9,C10,U120,IT,ITC,ITC4,ITC43,Woodland,Broadleaved woodland,Forestry
9811,42822748,9.479251144,47.84436891,0,0,0,4.8,5.02,21.5,13.4,0,43.3,1.8,120.7,B16,U111,DE,DE1,DE14,DE148,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9812,42822906,9.464270559,49.26573476,0,0,0,6.9,6.91,11.8,18.9,1,68.5,2.3,278.3,B11,U111,DE,DE1,DE11,DE119,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
9813,42822910,9.463877071,49.30170821,0,0,0,7.3,7.56,21.9,11.4,6,91.9,1.5,341.3,E30,U111,DE,DE1,DE11,DE118,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
9814,42822960,9.458896359,49.751338,0,0,0,7.1,7.12,27.6,13.4,5,50,1.7,215,B13,U111,DE,DE1,DE11,DE11B,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9815,42823378,9.412233261,53.50832818,0,0,0,5.6,5.98,8.01,17,1,94.8,1.6,129.5,E30,U111,DE,DE9,DE93,DE939,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
9816,42823558,9.38891049,55.12577151,0,0,0,4.5,4.78,99.5,93.9,0,61.5,6.6,112.2,H11,U420,DK,DK0,DK03,DK032,Wetlands,Inland marshes,Semi-natural and natural areas not in use
9817,42823644,9.376956583,55.89861239,0,0,0,3.7,4.67,9.77,13.1,0,10.8,0.8,14.5,C10,U420,DK,DK0,DK03,DK032,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
9818,42842416,9.532762142,44.85442975,0,0,0,7.5,7.84,30.4,12.4,138,3.1,1.6,233.7,B52,U111,IT,ITH,ITH5,ITH51,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
9819,42843100,9.472807023,51.01010486,0,0,0,7,7.45,18.16,19.5,21,59.8,2.4,53.8,B53,U111,DE,DE7,DE73,DE735,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
9820,42843218,9.460399141,52.07066744,0,0,0,3.9,4.25,8.42,26.2,0,22.8,1.8,56.6,C10,U120,DE,DE9,DE92,DE923,Woodland,Broadleaved woodland,Forestry
9821,42843412,9.438351695,53.81398568,0,0,0,6.4,6.76,18.77,16.9,1,92.3,2.1,349.3,B32,U111,DE,DEF,DEF0,DEF0E,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
9822,42843442,9.43474357,54.0835572,0,0,0,5.3,5.67,16.52,14.9,0,64.8,1.6,93.5,B16,U111,DE,DEF,DEF0,DEF0B,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9823,42843466,9.431816334,54.29921478,0,0,0,5.4,5.7,17.5,25.7,0,91.8,2.6,62.3,E20,U111,DE,DEF,DEF0,DEF0B,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9824,42843682,9.403723581,56.24027982,0,0,0,6.1,6.32,17.69,22,0,24.8,1.8,50.1,B55,U111,DK,DK0,DK04,DK042,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
9825,42843730,9.397020033,56.67169804,0,0,0,5.9,6.1,36.3,36.9,0,104.4,3.1,190.8,B13,U111,DK,DK0,DK05,DK050,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9826,42862366,9.561533052,44.40373332,30,11,60,6.8,7.04,24,23.8,10,3.5,3.1,102.8,E10,U111,IT,ITC,ITC3,ITC34,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9827,42862424,9.557448368,44.92665499,0,0,0,7.1,7.38,30.2,17.6,5,7.3,1.8,190.3,C10,U420,IT,ITH,ITH5,ITH51,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
9828,42862532,9.54956944,45.89987209,18,15,67,5.2,5.43,41.4,71.8,0,16.1,7.9,130.2,E20,U111,IT,ITC,ITC4,ITC46,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
9829,42862808,9.527667889,48.38447238,0,0,0,5.8,6.04,43.6,38.2,1,61.9,4.2,374.2,B13,U111,DE,DE1,DE14,DE141,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
9830,42862834,9.525462229,48.61837318,0,0,0,7,7.31,24.8,23.9,2,39.4,2.9,382.7,B11,U111,DE,DE1,DE11,DE113,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
9831,42862942,9.516013782,49.58972966,0,0,0,7.3,7.64,16.91,22,34,59.4,2.6,637.4,F40,U111,DE,DE1,DE11,DE11B,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
9832,42863078,9.503418186,50.81247245,0,0,0,3.2,3.84,5.18,14.9,0,6.7,0.9,50.8,C32,U120,DE,DE7,DE73,DE733,Woodland,Pine dominated mixed woodland,Forestry
9833,42863176,9.493821156,51.69333118,0,0,0,3.4,4,24.9,46.8,0,38.3,3.6,70.2,C10,U120,DE,DE9,DE91,DE918,Woodland,Broadleaved woodland,Forestry
9834,42863186,9.492815929,51.78320611,0,0,0,4.5,4.53,35.3,39.7,0,25.3,2.6,52.8,C10,U120,DE,DE9,DE92,DE926,Woodland,Broadleaved woodland,Forestry
9835,42863234,9.487921482,52.21458764,0,0,0,4.1,4.41,25.3,20.2,1,9.8,1.6,358.5,C10,U120,DE,DE9,DE92,DE923,Woodland,Broadleaved woodland,Forestry
9836,42863302,9.480785159,52.82566942,0,0,0,6.2,6.27,24.3,21.1,0,57,1.6,88.7,B16,U111,DE,DE9,DE93,DE938,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
9837,42863320,9.478855088,52.98742006,0,0,0,5.3,5.64,42.3,24.5,0,86.2,1.6,166.6,B32,U111,DE,DE9,DE93,DE937,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
9838,42863378,9.47251492,53.50860457,0,0,0,5.1,5.39,27.9,19.3,1,98.9,1.7,247.1,B13,U111,DE,DE9,DE93,DE939,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
